Judul_Artikel,Tanggal Publish,Content_Artikel,Category
"PLN Electric Run 2023, Momentum Odekta Ukur Kemampuan","10/12/2023, 12:40 WIB","KOMPAS.com - Pelari Indonesia, Odekta Elvina Naibaho, mengungkapkan bahwa PLN Electric Run 2023 menjadi momentum untuk mengukur kemampuan. PLN Electric Run 2023 berlangsung di Scientia Square Park Gading Serpong pada Minggu (10/12/2023). Odekta Naibaho tampil apik. Ia berhasil finis pertama dalam kategori female Nasional Half Marathon PLN Electric Run 2023. Keberhasilan menyabet juara pertama di PLN Electric Run 2023 membuat Odekta berhak membawa pulang hadiah senilai Rp 65 juta. Kendati demikian, Odekta Naibaho berjaya di PLN Electric Run 2023 tak mudah. Ia mesti melewati sejumlah rintangan untuk sampai ke garis finis. Baca juga: PLN Electric Run 2023 Dimulai, Langkah 5.000 Pelari Selamatkan Dunia  Peraih medali emas SEA Games 2023 itu mengatakan, dirinya harus melewati banyak tikungan dan polisi tidur. Meski begitu, Odekta mengaku senang dengan PLN Electric Run 2023 karena cuaca nyaman sepanjang arena lari. “Tantangannya sih lebih kepada banyak belokan kalau adem pas karena start jam 5 pagi,” kata Odekta kepada awak media termasuk Kompas.com pada Minggu (10/12/2023). “Ini rekomendasi dan rutenya steril. Hanya saja kendalanya banyak belokan dan polisi tidur,” ungkap dia.  “Jadi, kalau mengejar personal best agak terkendala tetapi secara keseluruhab sangat bagus,” ujarnya. Baca juga: BWF World Tour Finals 2023: Tim Indonesia Terbang ke China, Targetkan Final Menurut Odekta Naibaho, pencapaian menjadi yang tercepat di kategori wanita 21 KM di PLN Electric Run 2023 sangat memuaskan.  Odekta pun menjadikan PLN Electric Run guna mengukur kemampuan dirinya menjelang Olimpade Paris 2024. “Sejauh ini sangat puas pencapaian hari ini dengan latihan sudah cukup puas,” kata Odekta Naibaho. “Ini adalah momentum bagi saya untuk mengukur kemampuan sampai di mana,” kata Odekta menjelaskan. “Lalu juga prestasi yang sudah tercapai atau belum momentum ini untuk mengecek kemampuan saya,” kata dia.",Sports
Tim Putri Petrokimia Juara Livoli Divisi Utama 2023 ,"10/12/2023, 12:20 WIB","KOMPAS.com - Tim voli putri Petrokimia Gresik Pupuk Indonesia mengakhiri penantian 18 tahun dengan menjuarai Livoli Divisi Utama 2023.  Petrokimia menjadi juara Livoli Divisi Utama 2023 setelah mengalahkan TNI AU dengan skor 3-0 (25-21, 25-23, 25-16) pada final di GOR Joyoboyo, Kediri, Sabtu (9/12/2023) malam WIB. Kemenangan ini sekaligus membalas dua kekalahan Petrokimia pada dua putaran final four, yakni putaran pertama dan kedua babak empat besar.  Selain itu, ini merupakan gelar juara kedua yang diraih Petrokimia setelah yang pertama diraih pada 2005 atau 18 tahun lalu. Baca juga: Alasan Rivan Nurmulki Absen pada Livoli 2023 Mediol Stiovanny Yoku menjadi motor serangan bagi Petrokimia dengan menyumbangkan 14 poin dan Sheilla Bernadetta mengemas 11 poin, termasuk enam dari blok. Sementara dari kubu TNI AU, Hani Budiarti menjadi pengumpul angka terbanyak dengan 16 poin. ""Kunci kemenangan malam ini (kemarin), anak-anak bisa bermain lepas. Kami juga belajar dari dua kekalahan sebelumnya dengan memperbaiki receive dan blok,"" kata pelatih Petrokimia, Pedro Lilipali, dalam keterangan PBVSI yang diterima Kompas.com.  Pedro mengakui anak asuhnya sempat gugup menjelang pertandingan, tetapi dirinya terus memberi motivasi agar tetap fokus pada pertandingan dan melupakan kekalahan sebelumnya. Baca juga: Lanjutkan Sensasi di Liga Voli Korsel, Megawati Cetak 23 Poin, Red Sparks Menang Sementara itu, tim putri TNI AU tampil di bawah performa. ""Tim kami tidak bisa bermain maksimal karena banyak pemain yang kondisinya tidak fit dan cedera karena jadwal pertandingan yang padat,"" kata manajer tim TNI AU, Fristo Linuh, yang mengonfirmasi ada 12 orang pemainnya yang sempat dibawa ke rumah sakit. Adapun gelar juara Petrokimia semakin lengkap dengan terpilihnya spiker mereka, Putri Nur Hidayati Agustin, sebagai Pemain Masa Depan Livoli Divisi Utama 2023 dengan menerima piala dan hadiah uang pembinaan sebesar Rp 5 juta. Sebagai juara, Petrokimia berhak memperoleh piala dan hadiah uang pembinaan sebesar Rp 50 juta, sedangkan TNI AU mendapatkan piala dan hadiah uang uang pembinaan Rp 30 juta. Baca juga: Rivan Terima Sanksi PBVSI, Bantah Disebut Tolak Bela Timnas Voli Peringkat ketiga ditempati tim putri TNI AL yang mengalahkan Popsivo Polwan dengan skor (25-23, 22-25, 25-20, 25-17) pada laga sebelumnya. Penampilan Petrokimia pada laga final jauh lebih solid dibanding dua pertemuan sebelumnya dengan TNI AU di babak empat besar, terutama sisi receive (penerimaan bola servis) dan blok yang rapat. Meski demikian, set pertama berlangsung cukup alot. TNI AU yang punya modal bagus berusaha menekan, tetapi anak-anak Petrokimia bisa meredamnya dan mengambil set pembuka dengan skor 25-21.",Sports
"PLN Electric Run 2023, Ajang Lari untuk Investasi Kebaikan Bumi ","10/12/2023, 11:30 WIB","KOMPAS.com - PLN Electric Run 2023 bukan sekedar perhelatan balap lari. Sebab, ajang ini mempunyai komitmen untuk berinvestasi pada kesehatan dunia. PLN Electric Run 2023 berlangsung di Scientia Square Park Gading Serpong pada Minggu (10/12/2023). Direktur Utama PT PLN, Darmawan Prasodjo, mengungkapkan PLN Electric Run 2023 mengusung misi untuk membawa bumi menuju kebaikan. Menurut Darmawan Prasodjo, ajang PLN Electric Run 2023 diharapkan menjadi investasi untuk generasi masa depan. Baca juga: PLN Electric Run 2023 Dimulai, Langkah 5.000 Pelari Selamatkan Dunia  ""Temanya Running the New Spirit karena PLN sedang berupaya mendinginkan bumi, slowing down the global warming,"" kata Darmawan kepada awak media termasuk Kompas.com. ""Dalam hal ini setiap peserta yang berlari nanti kami takar agar bisa mengurangi gas emisi,"" ungkap dia menambahkan. ""Ini kontribusi PLN bukan saja pada generasi saat ini, tetapi investasi masa depan,"" tuturnya menjelaskan. Tak ayal, Darmawan mengucapkan terima kasih atas partisipasi peserta yang telah berkontribusi untuk mengurangi gas emisi. Baca juga: PLN Electric Run 2023: Pelari Elite Tampil, Odekta Naibaho Bicara Rekor ""Terima kasih atas partisipasi bahkan hanya dalam dua hari tiket sold out,"" ucap Darmawan. Sementara itu, Wakil Pemimpin Umum Harian Kompas, Budiman Tanuredjo, mengakui Kompas memang mempunyai komitmen serupa dengan PLN untuk mengurangi emisi gas CO2. ""PLN dan Kompas mempunyai semangat sama, emisi CO2 harus dikurangi,"" ungkap Budiman Tanuredjo. ""PLN juga mempunyai produk mobil elektrik itu adalah upaya mengurangi emisi CoO2 kalau menjadi semua pihak, itu akan bisa mengatasi iklim global,"" tutur dia. Budiman Tanuredjo menegaskan, Harian Kompas juga mengajak agar seluruh lembaga mau memiliki komitmen sama untuk mengurangi emisi gas. Pasalnya, menurut Budiman, misi untuk meminimalisasi gas emisi dapat membawa kebaikan untuk dunia. ""Bukan hanya dengan PLN, dengan semua lembaga kami berkomitmen untuk mengurang CO2 ke udara agar bumi tak semakin parah dan semakin panas,"" jelas dia.",Sports
"PLN Electric Run 2023 Dimulai, Langkah 5.000 Pelari Selamatkan Dunia ","10/12/2023, 06:04 WIB","KOMPAS.com - PLN Electric Run 2023 resmi dimulai. Ajang lari ini mengusung misi untuk menyelamatkan dunia. PLN Electric Run 2023 berlangsung di Scientia Square Park Gading Serpong pada Minggu (10/12/2023). Menurut pantauan Kompas.com, PLN Electric Run 2023 dimulai dengan para pelari yang ikut di kategori half marathon. Pelari elite Indonesia, Odekta Naibaho, mengikuti half marathon. Ia terlihat mengenakan pakaian berwarna hijau. Baca juga: PLN Electric Run 2023: Pelari Elite Tampil, Odekta Naibaho Bicara Rekor Setelah itu, para peserta yang mengikuti 10KM dan 5KM PLN Electric Run 2023 secara berurutan dilepas. Direktur Utama PT PLN, Darmawan Prasodjo, mengungkapkan bahwa PLN Electric Run 2023 mengusung misi menyelamatkan dunia. “Tema kami running the new spirit, artinya spirit untuk menyelamatkan bumi,” kata Darmawan di sela-sela melepas para pelari di kategori 10k dan 5k. Menurut Darmawan Prasodjo, PLN Electric Run 2023 sengaja memakai misi menyelamatkan bumi. Baca juga: PLN Electric Run 2023: 5.000 Pelari, Dorong Transisi Energi  Pasalnya, Darmawan Prasodjo menyadari bahwa kondisi dunia tidak ideal seiring terjadinya fenomena global warming. “Kita sedang menghadapi pemanasan global. Maka dari itu, PLN menjadikan misi mendinginkan bumi,” ungkap dia. “Kami mempunyai komitmen untuk memastikan generasi di masa depan menjadi lebih baik,” imbuhnya. Adapun PLN Electric Run 2023 berlangsung atas kerja sama antara PLN dan Harian Kompas. PLN Electric Run 2023 terbagi dalam 3 kategori, yaitu jarak 5 KM, 10 KM, dan half marathon (21 KM) yang diikuti 5.000 pelari.",Sports
"Eks Pelatih Termuda IBL Andre Yuwadi Meninggal Dunia, Basket Tanah Air Berduka","09/12/2023, 15:14 WIB","KOMPAS.com – Pelatih Indonesia Basketball League (IBL) yang menukangi Rajawali Medan, Andre Yuwadi, meninggal dunia. “Iya, pelatih Andre meninggal dunia di Medan,” tulis pemain Rajawali Medan, Caassiopeia Thomas Manuputty, dikutip dari laman resmi IBL. Asisten pelatih Hangtuah, Harry Prayogo, menjelaskan, Andre Yuwadi memang telah dinyatakan sakit sejak dua bulan lalu. A post shared by Indonesian Basketball League (@iblindonesia) “Sejak bulan September ada kabar soal sakit komplikasi yang dideritanya. Kemudian, tadi malam pada Jumat (8/12/2023), sempat mengalami koma,” kata Harry Prayogo. Baca juga: IBL 2024: Terima Kasih West Bandits, Selamat Datang Kesatria Bengawan Solo! Andre Yuwadi sempat dinobatkan sebagai pelatih termuda di IBL 2016. Saat itu, dia memimpin Stadium Jakarta sejak menggantikan Tri Adnyanaadi Lokatanaya pada tahun 2015. Memasuki musim 2016-2017, Andre Yuwadi mengisi posisi pelatih Garuda, dan bertahan cukup lama sampai berubah nama menjadi Prawira. Andre Yuwadi juga sempat diturunkan menjadi asisten pelatih Prawira seusai kedatangan Giedrius Zibenas sebagai pelatih utama. Andre Yuwadi lalu memimpin kontestan baru, yakni Evos Thunder Bogor pada IBL 2021. Ia memimpin selama dua musim, sebelum memutuskan pindah ke Rajawali Medan.",Sports
"PLN Electric Run 2023: Pelari Elite Tampil, Odekta Naibaho Bicara Rekor","08/12/2023, 23:30 WIB","KOMPAS.com - Peraih emas SEA Games 2023, Odekta Naibaho, akan ikut meramaikan ajang PLN Electric Run 2023.  PLN Electric Run 2023 akan diadakan di Scientia Square Park, Gading Serpong, Tangerang, Minggu (10/12/2023) dengan melibatkan 5.000 pelari. Ajang lari ini tidak hanya diperuntukkan bagi masyarakat umum. Atlet profesional, baik senior atau junior, diperbolehkan ambil bagian. Odekta Elvina Naibaho, selaku elite runner Indonesia menyatakan keikutsertaannya pada ajang PLN Electric Run 2023. Ia terjun pada kategori half marathon. Baca juga: Borobudur Marathon 2023: Odekta Naibaho Podium di Tengah Serbuan Pelari Kenya Odekta tidak banyak berbicara mengenai target pribadinya saat konferensi pers PLN Electric Run 2023, Jumat (8/12/2023). ""Untuk memecahkan rekor, kita lihat nanti saja, tapi pasti akan mengejutkan,"" ucap Odekta saat berkali-kali ditanya soal rekor yang kemungkinan bisa dia pecahkan. ""Saya akan memberikan yang terbaik, jadi kita lihat nanti saja,"" tutur peraih emas SEA Games 2023 Kamboja itu. Odekta mengungkapkan bahwa untuk memecahkan rekor, ada program khusus yang harus dijalani. Saat ini dia sedang tidak di dalam program tersebut. ""Sebenarnya untuk rekor, ada programnya sendiri kalau memang serius ingin arahnya ke sana. Saya sekarang enggak fokus ke sana, lebih ingin mempersiapkan diri buat Olimpiade mendatang,"" ucap Odekta menambahkan. Baca juga: PLN Electric Run 2023, dari Persiapan Penting hingga Hadiah Mobil Listrik Odekta menjadikan PLN Electric Run 2023 sebagai parameter untuk melihat kondisi fisik dan kemampuannya pada akhir tahun ini. PLN Electric Run masuk dalam program persiapan Odekta menuju Olimpiade 2024 Paris. Ia sudah mendiskusikan hal ini bersama tim pelatih. Satyo Haryo Wibisono, selaku Ketua Komisi Pemassalan PASI (Persatuan Atletik Seluruh Indonesia) berharap PLN Electric Run 2023 bisa menunjang persiapan Odekta. ""Kami dari PASI sih berharap Odekta bisa raih hasil positif di PLN Electric Run 2023 ya. Semoga semua hasilnya baik supaya program Olimpiade Odekta bisa berjalan baik juga,"" tutur Satyo. Satyo juga menuturkan bahwa pihaknya menyambut gembira beragam ajang lari yang banyak menyedot minat anak muda. ""Regenerasi itu tidak mudah, semua elemen harus berkontribusi. Tidak bisa berharap pada atlet saja untuk memajukan kondisi olahraga Indonesia. Odekta seorang akan kesulitan dan butuh support dari berbagai pihak,"" ucap Satyo mengenai regenerasi pelari Indonesia.",Sports
"PLN Electric Run 2023: 5.000 Pelari, Dorong Transisi Energi ","08/12/2023, 21:30 WIB","KOMPAS.com - Perusahaan Listrik Negara atau PLN sedang berusaha keras mendorong masyarakat untuk membangun lingkungan yang lebih baik melalui transisi energi. Bersama dengan Harian Kompas, PLN mengadakan PLN Electric Run 2023 yang mengajak masyarakat untuk berlari dengan spirit energi yang baru. Melalui konferensi pers yang dilakukan pada Jumat (8/12/2023), PLN dan Harian Kompas menyatakan bahwa ajang lari ini dapat mengurangi emisi karbon sebanyak 11.880 kg CO2. Baca juga: PLN Electric Run 2023, dari Persiapan Penting hingga Hadiah Mobil Listrik Fintje Lumembang selaku EVP Niaga Pemasaran PLN bersama Wakil Redaktur Harian Kompas, Antonius Tomy Trinugroho, dan Ketua Komisi Pemassalan PB PASI, Satyo Haryo Wibisono, menjelaskan secara rinci tentang PLN Electric Run 2023. PLN Electric Run 2023 akan diadakan di Scientia Square Park, Gading Serpong, Tangerang, pada Minggu (10/12/2023) dengan melibatkan sekitar 5.000 peserta. ""Pendaftaran langsung penuh kurang dari 48 jam. Mungkin masyarakat merasa olahraga itu gaya hidup dan mereka mulai sadar untuk membangun lingungan yang lebih baik untuk masa depan. Karena hal itu, masyarakat lebih antusias,"" kata Fintje mengenai kuota pelari yang sudah penuh. PLN Electric Run 2023 terbagi dalam 3 kategori, yaitu jarak 5 KM, 10 KM, dan half marathon yang berarti 21 KM. Satyo Haryo Wibisono juga menyampaikan bahwa PASI (Persatuan Atletik Seluruh Indonesia) akan memberikan pengakuan andai tercipta rekor baru di PLN Electric Run 2023. Ini dikarenakan PLN Electric Run 203 sudah memenuhi standar dari PASI. Untuk saat ini, rekor half marahon putra masih dipegang oleh Eduardus Nabunome dengan catatan 1 jam, 5 menit, 43 detik. Rekor ini diraih Eduardus saat berlaga di Gold Coast Marathon, Australia, tahun 1997. Sementara untuk half marathon putri, rekor masih dipegang oleh Triyaningsih yang berhasil mencatat 1 jam, 13 menit, 1 detik. Odekta Elvina Naibaho yang merupakan elite runner Indonesia, didorong untuk memecahkan rekor yang sudah bertahan cukup lama itu. Namun, Odekta yang juga hadir saat konferensi pers, tidak ingin memberi harapan apa pun. Dia hanya ingin memberikan yang terbaik. Baca juga: PLN Electric Run 2023, Berlari dengan Semangat Energi yang Baru Sementara itu, Wakil Redaktur Harian KOMPAS, Antonius Tomy Trinugroho, menyampaikan bahwa ajang PLN Electric Run 2023 dapat meningkatkan kesadaran masyarakat akan pentingnya transisi energi. PLN punya tujuan tak ingin sekadar mendongkrak antusiasme pelari. Pengurangan emisi karbon dalam ajang ini nantinya akan dikontribusikan untuk membantu masyarakat yang saat ini belum bisa menyambung listrik secara mandiri. Secara khusus, PLN akan membantu instalasi listrik di daerah Jawa Barat dan juga Banten. Dalam ajang PLN Electric Run 2023, setiap medali yang diberikan nantinya akan disertakan angka CO2 yang diturunkan. Lalu, bagi pemecah rekor, baik putra dan putri akan diberikan satu unit mobil listrik sebagai bentuk apresiasi.",Sports
"Ronaldo-Messi Terlewati, Pegolf Jon Rahm Atlet dengan Bayaran Termahal","08/12/2023, 19:00 WIB","KOMPAS.com – Pegolf asal Spanyol, Jon Rahm, menjadi atlet dengan bayaran tertinggi di dunia seusai bergabung bersama LIV Golf. Jon Rahm menandatangani kontrak dengan LIV Golf senilai Rp 476 juta poundsterling (sekitar Rp 9,3 triliun). LIV Golf merupakan ajang golf bergengsi yang disokong oleh PIF (Public Investment Fund) Arab Saudi. Dengan demikian, Jon Rahm resmi mengalahkan Cristiano Ronaldo sebagai atlet dengan bayaran tertinggi di dunia. Menurut Forbes, Cristiano Ronaldo berada di posisi kedua. Bintang Al Nassr itu mengantongi gaji senilai 136 juta poundsterling (sekitar Rp 2,6 triliun). Baca juga: Pengalaman Pirlo Latih Cristiano Ronaldo: Dia Profesional Sejati! Tak hanya itu, Jon Rahm juga mempunyai penghasilan nyaris empat kali lipat lebih besar daripada Lionel Messi (130/Inter Miami) dan Kylian Mbappe (120/PSG). Jon Rahm mengungkapkan alasan dirinya meneken kontrak dengan LIV Golf. Ia mengatakan, dirinya melihat pertumbuhan dan inovasi besar di LIV Golf. “Banyak hal telah berubah dalam olahraga golf selama dua tahun terakhir dan saya telah melihat pertumbuhan LIV Golf dan invoasinya,” kata Rahm dikutip Metro dari Fox News. “Itu menjadi alasan saya berada di sini hari ini,” ucap pegolf berumur 29 tahun tersebut. “Keputusan ini dibuat karena berbagai alasan dan menurut saya, ini adalah yang terbaik bagi saya,” tutur dia melanjutkan. Baca juga: Libas Ronaldo dkk, Pemain Al Hilal Panen Uang Jon Rahm pun tak menyangkal bahwa uang yang ditawarkan untuk bermain LIV Golf sangat menggiurkan. “Saya sangat senang, tetapi ada banyak yang ditawarkan LIV Golf sangat menarik,” ucap dia menjelaskan. “Itu adalah suatu tawaran yang bagus, uangnya besar, ini jelas luar biasa,” tuturnya. Keputusan Jon Rahm ke LIV Golf sejatinya cukup mengejutkan. Sebab, dia sempat mengaku tak suka dengan format LIV Golf.  Baca juga: Messi Akan Mudahkan Suarez Beradaptasi di Inter Miami Tuntutan besar sebagai seoarang kepala keluarga mendorong Jon Rahm menerima tawaran dari LIV Golf. “Apa yang saya katakan sebelumnya benar, saya tidak bermain golf demi uang,” kata Jon Rahm menjelaskan. “Saya bermain golf karena kecintaan saya pada olahraga ini dan kecintaan pada golf,” ucapnya. “Namun, sebagai suami, sebagai orang tua, dan pria berkeluarga, saya mempunyai kewajiban terhadap keluarga saya,” tuturnya.",Sports
Rekap Putaran Akhir Final Four Livoli Divisi Utama 2023,"08/12/2023, 12:00 WIB","KOMPAS.com - Putaran terakhir babak final four Livoli Divisi Utama 2023  ditutup dengan pertandingan dramatis baik di sektor putri maupun putra yang berlangsung di GOR Joyoboyo Kediri, Kamis (7/12/2023). Di hari terakhir ini juga menjadi penentuan pembagian partai grand final dan perebutan juara ketiga. Di sektor putri, Petrokimia Gresik Pupuk Indonesia secara dramatis melakukan comeback dan menundukan TNI AL. Petrokimia unggul dengan skor 3-1 (25-16, 30-32, 25-15, 25-19), setelah sempat tertinggal terlebih dahulu di set pertama. Kemenangan ini memastikan Petrokimia Gresik melaju ke babak grand final untuk melawan TNI AU yang terlebih dulu lolos. Kedua tim sama-sama mengantongi 11 poin dari empat menang dan dua kalah. Bagi Petrokimia Gresik kesuksesan melaju ke babak grand final mengakhiri penantian mereka selama sepuluh tahun. Tim pun bertekad menuntaskan pencapaian ini dengan menjadi juara. “Kita ingin pecahkan rekor juara setelah kita sudah mampu pecahkan rekor masuk final,"" kata pelatih Petrokimia Gresik, Pedro Lilipaly. ""Sudah lama tidak juara. Mungkin belasan tahun kita tidak juara,"" imbuhnya. Baca juga: Livoli Divisi Utama 2023: Tim Putri Petrokimia ke Grand Final, Tantang TNI AU Sementara itu di sektor putra, babak final four ini sudah tidak menentukan. Karena dua tim memastikan lolos ke grand final secara dini, yakni LavAni dan BNI Pasundan. Namun di pertandingan terakhir tetap berjalan dengan sangat seru dan sengit. Bahkan laga antara BNI Pasundan dan PDAM Tirta Bhagasasi berjalan dramatis sebanyak lima set. Kedua tim saling kejar poin setiap setnya. Namun laga berakhir dimenangi oleh BIN Pasundan dengan skor 3-2 (22-25, 26-24, 14-25, 25-23, 15-13). Pelatih Ryan Masajade mengatakan kemenangan ini membuat timnya lebih percaya diri menghadapi LavAni di partai puncak. ""LavAni lawan bagus. BIN Pasundan harus disiapkan dengan perfect,"" katanya.  Sementara LavAni berhasil mengalahkan Indomaret dengan skor 3-1 (25-21, 25-19, 22-25, 26-24). Tim milik Presiden RI ke-6, Susilo Bambang Yudhoyono sempat tersandung di set ketiga dan sempat terlibat deuce pada set 4.",Sports
"Jadwal Piala Dunia Klub 2023, Manchester City Langsung Tampil di Semifinal","07/12/2023, 23:00 WIB","KOMPAS.com - Jadwal Piala Dunia Klub 2023 akan digulirkan mulai pekan depan. Juara Liga Champions Eropa, Manchester City, bakal langsung tampil di semifinal. Piala Dunia Klub 2023 akan diselenggarakan di Jeddah, Arab Saudi, pada 12-22 Desember 2023. Ini menjadi kali pertama Piala Dunia Klub dilaksanakan di Arab Saudi. Jepang menjadi negara yang paling sering menyelenggarakan Piala Dunia Klub yakni delapan kali. Sementara itu, Uni Emirat Arab lima kali menjadi tuan rumah, Maroko, tiga kali, dan Qatar dua kali. Adapun, Piala Dunia Klub kali pertama diselenggarakan di Brasil pada tahun 2000. Baca juga: Arab Saudi Tuan Rumah Piala Dunia Antarklub 2023  Piala Dunia Klub 2023 bakal diikuti oleh tujuh tim dari enam konfederasi berbeda. Format Piala Dunia Klub bakal berubah pada 2025 dengan FIFA menambah jumlah peserta menjadi 32 tim. Untuk Piala Dunia Klub 2023, pesertanya adalah Al Ittihad (AFC/tuan rumah), Auckland City (OFC), Leon (CONCACAF), Al Ahly (CAF), Urawa Red Diamonds (AFC), Manchester City (UEFA), dan Fluminense (Conmebol). Manchester City menjadi tim kelima yang memastikan tempat di Piala Dunia Klub 2023 usai mengalahkan Inter Milan pada final Liga Champions 2023. Sementara itu, Fluminense menjadi tim terakhir yang mengamankan tiket ke Piala Dunia Klub 2023. Kepastian itu didapat Fluminense usai menjuarai Copa Libertadores 2023, 4 November lalu. Baca juga: 7 Kontestan dan 2 Venue Piala Dunia Antarklub 2023 di Jeddah Pada Piala Dunia Klub 2023, Manchester City dan Fluminense akan langsung bermain di semifinal. Manchester City akan melawan pemenang laga Leon vs Urawa Red Diamonds. Adapun, Fluminense masih harus menunggu hasil puataran pertama dan kedua.",Sports
